HS 1988/92 Product Code,HS 1988/92 Product Description,CPC Product Code,CPC Product Description
550942,"Multiple or cabled yarn, with >=85% synthetic s",2643,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550951,"Yarn, <85% polyester staple fibres, with artifi",2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550952,"Yarn, <85% polyester staple fibres, with wool o",2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550953,"Yarn, <85% polyester staple fibres, mixed with",2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550959,"Yarn, <85% polyester staple fibres, nes, nprs",2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550961,"Yarn, <85% acrylic or modacrylic staple fibres,",2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550962,"Yarn, <85% acrylic or modacrylic staple fibres,",2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550969,"Yarn, <85% acrylic or modacrylic staple fibres,",2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550991,"Yarn, <85% synthetic staple fibres, nes, mixed",2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550992,"Yarn, <85% synthetic staple fibres, nes, mixed",2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
550999,"Yarn, <85% synthetic staple fibres, nes, nprs",2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
551011,"Single yarn, with >=85% artificial staple fibre",2645,"Yarn (other than sewing thread) of artificial staple fibres, containing"
551012,"Multiple or cabled yarn, with >=85% artificial",2645,"Yarn (other than sewing thread) of artificial staple fibres, containing"
551020,"Yarn, with <85% artificial staple fibres, mixed",2646,"Yarn (other than sewing thread) of artificial staple fibres, containing"
551030,"Yarn, with <85% artificial staple fibres, mixed",2646,"Yarn (other than sewing thread) of artificial staple fibres, containing"
551090,"Yarn, with <85% artificial staple fibres, nes,",2646,"Yarn (other than sewing thread) of artificial staple fibres, containing"
551110,"Yarn, with >=85% synthetic staple fibres, put u",2643,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
551120,"Yarn, <85% synthetic staple fibres, put up for",2644,"Yarn (other than sewing thread) of synthetic staple fibres, containing"
551130,"Yarn of artificial staple fibres, put up for re",2646,"Yarn (other than sewing thread) of artificial staple fibres, containing"
551211,"Unbleached or bleached woven fabrics, >=85% pol",2674,"Woven fabrics of synthetic staple fibres, containing 85% or more by"
551219,"Printed, dyed or coloured woven fabrics, >=85%",2674,"Woven fabrics of synthetic staple fibres, containing 85% or more by"
551221,"Unbleached or bleached woven fabrics, >=85% acr",2674,"Woven fabrics of synthetic staple fibres, containing 85% or more by"
551229,"Printed, dyed or coloured woven fabrics, >=85%",2674,"Woven fabrics of synthetic staple fibres, containing 85% or more by"
551291,"Unbleached or bleached woven fabrics, >=85% syn",2674,"Woven fabrics of synthetic staple fibres, containing 85% or more by"
551299,"Printed, dyed, coloured woven fabrics, >=85% sy",2674,"Woven fabrics of synthetic staple fibres, containing 85% or more by"
551311,"Plain weave fabrics, <85% polyester fibres + co",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551312,"3 or 4-thread twill, <85% polyester staple fibr",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551313,"Woven fabrics, nes, <85% polyester staple fibre",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551319,"Woven fabrics, <85% synthetic staple fibres + c",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551321,"Dyed plain weave fabrics, <85% polyester fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551322,"Dyed 3 or 4-thread twill, <85% polyester fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551323,"Dyed woven fabrics, nes, <85% polyester fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551329,"Dyed woven fabrics, <85% synthetic fibres + cot",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551331,"Coloured plain weave fabrics, <85% polyester fi",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551332,"Coloured 3 or 4-thread twill, <85% polyester fi",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551333,"Coloured woven fabrics, nes, <85% polyester fib",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551339,"Coloured woven fabrics, <85% synthetic fibres +",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551341,"Printed plain weave fabrics, <85% polyester fib",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551342,"Printed 3 or 4-thread twill, <85% polyester fib",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551343,"Printed woven fabrics, nes, <85% polyester fibr",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551349,"Printed woven fabrics, <85% synthetic fibres +",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551411,"Plain weave fabrics, <85% polyester staple fibr",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551412,"3 or 4-thread twill, <85% polyester staple fibr",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551413,"Woven fabrics, nes, <85% polyester staple fibre",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551419,"Woven fabrics, <85% synthetic staple fibres + c",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551421,"Dyed plain weave fabrics, <85% polyester fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551422,"Dyed 3 or 4-thread twill, <85% polyester fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551423,"Dyed woven fabrics, nes, <85% polyester fibres",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551429,"Dyed woven fabrics, <85% synthetic fibres + cot",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551431,"Coloured plain weave fabrics, <85% polyester fi",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551432,"Coloured 3 or 4-thread twill, <85% polyester fi",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551433,"Coloured woven fabrics, nes, <85% polyester fib",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551439,"Coloured woven fabrics, <85% synthetic fibres +",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551441,"Printed plain weave fabrics, <85% polyester fib",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551442,"Printed 3 or 4-thread twill, <85% polyester fib",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551443,"Printed woven fabrics, nes, <85% polyester fibr",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551449,"Printed woven fabrics, <85% synthetic fibres +",2676,"Woven fabrics of man-made staple fibres, containing less than 85% of such fibres, mixed mainly or"
551511,"Woven fabrics, <85% polyester staple fibres, wi",2679,Other woven fabrics of man-made staple fibres
551512,"Woven fabrics of polyester staple fibres, mixed",2679,Other woven fabrics of man-made staple fibres
551513,"Woven fabrics of polyester staple fibres, mixed",2677,"Woven fabrics of man-made staple fibres, containing less than 85% of"
551519,"Woven fabrics of polyester staple fibres, nes",2679,Other woven fabrics of man-made staple fibres
551521,"Woven fabrics of acrylic or modacrylic fibres,",2679,Other woven fabrics of man-made staple fibres
551522,"Woven fabrics of acrylic or modacrylic fibres,",2677,"Woven fabrics of man-made staple fibres, containing less than 85% of"
551529,Woven fabrics of acrylic or modacrylic staple f,2679,Other woven fabrics of man-made staple fibres
551591,"Woven fabrics of synthetic staple fibres, nes,",2679,Other woven fabrics of man-made staple fibres
551592,"Woven fabrics of synthetic staple fibres, nes,",2677,"Woven fabrics of man-made staple fibres, containing less than 85% of"
551599,"Woven fabrics of synthetic staple fibres, nes",2679,Other woven fabrics of man-made staple fibres
551611,"Unbleached or bleached woven fabrics, >=85% art",2675,"Woven fabrics of artificial staple fibres, containing 85% or more by"
551612,"Dyed woven fabrics, >=85% artificial staple fib",2675,"Woven fabrics of artificial staple fibres, containing 85% or more by"
551613,"Coloured woven fabrics, >=85% artificial staple",2675,"Woven fabrics of artificial staple fibres, containing 85% or more by"
551614,"Printed woven fabrics, >=85% artificial staple",2675,"Woven fabrics of artificial staple fibres, containing 85% or more by"
